"13";"201";1;23/12/19;01/01/20;0;0;8;"221";"227";"509";"511";"562";"846";"847";"900";"";"";"";"";"";"221";"227";"509";"511";"562";"846";"847";"900";"";"";"";"";"";11;15;22;7;5;37;38;1;0;0;0;0;0;3;2;2;2;2;2;2;2;1;1;1;1;1;2580;860;378,39;378,39;88,73;379,18;3822,23;2972,88;0;0;0;0;0;286,67;95,56;42,05;42,05;9,86;0;0;330,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3440;3440;2720,34;0;0;0;0;0;0;0;0;0;0;382,23;382,23;302,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2580;860;378,39;378,39;88,73;379,18;3822,23;2972,88;0;0;0;0;0;286,67;95,56;42,05;42,05;9,86;0;0;330,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;1;1;1;1;no;"gmoreno";12/12/19;"151944";"";"";?;?;yes;no;0;0;0;0;no;12/12/19
"13";"201";2;23/12/19;01/01/20;0;0;7;"221";"227";"509";"511";"562";"847";"900";"";"";"";"";"";"";"221";"227";"509";"511";"562";"847";"900";"";"";"";"";"";"";11;15;22;7;5;38;1;0;0;0;0;0;0;3;2;2;2;2;2;2;1;1;1;1;1;1;655,2;218,4;69,88;69,88;0;970,67;803,72;0;0;0;0;0;0;72,8;24,27;7,77;7,77;0;0;89,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;873,6;873,6;803,71;0;0;0;0;0;0;0;0;0;0;97,07;97,07;89,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;655,2;218,4;69,88;69,88;0;970,67;803,72;0;0;0;0;0;0;72,8;24,27;7,77;7,77;0;0;89,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;1;1;1;1;1;1;no;"gmoreno";12/12/19;"151945";"";"";?;?;yes;no;0;0;0;0;no;12/12/19
"13";"201";2;21/12/20;09/01/21;0;0;7;"221";"227";"509";"511";"562";"847";"900";"";"";"";"";"";"";"221";"227";"509";"511";"562";"847";"900";"";"";"";"";"";"";11;15;22;7;5;38;1;0;0;0;0;0;0;3;2;2;2;2;2;2;1;1;1;1;1;1;824,82;274,94;90,35;90,35;0;1999,57;1009,41;0;0;0;0;0;0;674,86;224,95;73,93;73,93;0;0;825,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1099,76;1099,76;1009,4;0;0;0;0;0;0;0;0;0;0;899,81;899,81;825,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;824,82;274,94;90,35;90,35;0;1999,57;1009,41;0;0;0;0;0;0;674,86;224,95;73,93;73,93;0;0;825,88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;1;1;1;1;1;1;no;"glisboa";29/11/20;"190750";"";"";?;?;yes;no;0;0;0;0;no;29/11/20
"13";"201";3;23/12/19;01/01/20;0;0;7;"221";"227";"509";"511";"562";"847";"900";"";"";"";"";"";"";"221";"227";"509";"511";"562";"847";"900";"";"";"";"";"";"";11;15;22;7;5;38;1;0;0;0;0;0;0;3;2;2;2;2;2;2;1;1;1;1;1;1;1591,2;530,4;190,93;190,93;16,27;2357,33;1914,4;0;0;0;0;0;0;176,8;58,93;21,22;21,22;1,81;0;212,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2121,6;2121,6;1930,66;0;0;0;0;0;0;0;0;0;0;235,73;235,73;214,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1591,2;530,4;190,93;190,93;16,27;2357,33;1914,4;0;0;0;0;0;0;176,8;58,93;21,22;21,22;1,81;0;212,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;1;1;1;1;1;1;no;"gmoreno";12/12/19;"151945";"";"";?;?;yes;no;0;0;0;0;no;12/12/19
"13";"201";3;21/12/20;03/01/21;0;0;7;"221";"227";"509";"511";"562";"847";"900";"";"";"";"";"";"";"221";"227";"509";"511";"562";"847";"900";"";"";"";"";"";"";11;15;22;7;5;38;1;0;0;0;0;0;0;3;2;2;2;2;2;2;1;1;1;1;1;1;2003,15;667,72;263,08;263,08;82,39;3399,28;2325,4;0;0;0;0;0;0;546,31;182,1;71,75;71,75;22,47;0;634,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2670,87;2670,87;2407,78;0;0;0;0;0;0;0;0;0;0;728,41;728,41;656,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2003,15;667,72;263,08;263,08;82,39;3399,28;2325,4;0;0;0;0;0;0;546,31;182,1;71,75;71,75;22,47;0;634,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;1;1;1;1;1;1;no;"glisboa";03/12/20;"145233";"";"";?;?;yes;no;0;0;0;0;no;03/12/20
"13";"201";3;08/03/21;13/03/21;0;0;8;"221";"227";"509";"511";"562";"846";"847";"900";"";"";"";"";"";"221";"227";"509";"511";"562";"846";"847";"900";"";"";"";"";"";11;15;22;7;5;37;38;1;0;0;0;0;0;3;2;2;2;2;2;2;2;1;1;1;1;1;1092,62;364,21;114,61;114,61;0;379,18;1456,83;1342,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1456,83;1456,83;963,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1092,62;364,21;114,61;114,61;0;379,18;1456,83;1342,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;1;1;1;1;no;"aribeiro";23/02/21;"164606";"";"";?;?;yes;no;0;0;0;0;no;23/02/21
"13";"201";3;08/03/21;13/03/21;1;1;3;"900";"F21";"F27";"";"";"";"";"";"";"";"";"";"";"900";"221";"227";"";"";"";"";"";"";"";"";"";"";1;11;15;0;0;0;0;0;0;0;0;0;0;2;3;2;0;0;0;0;0;0;0;0;0;0;288,99;1309,36;72,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288,99;216,74;72,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;no;"gmoreno";25/03/21;"175022";"";"";?;?;yes;no;0;0;0;0;no;25/03/21
"13";"201";3;10/01/22;25/01/22;0;0;8;"221";"227";"509";"511";"562";"846";"847";"900";"";"";"";"";"";"221";"227";"509";"511";"562";"846";"847";"900";"";"";"";"";"";11;15;22;7;5;37;38;1;0;0;0;0;0;3;2;2;2;2;2;2;2;1;1;1;1;1;4875,45;1625,15;751,97;751,97;607,23;379,18;6500,6;5141,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6500,6;6500,6;5369,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4875,45;1625,15;751,97;751,97;607,23;379,18;6500,6;5141,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;1;1;1;1;no;"amagro";27/12/21;"100218";"";"";?;?;yes;no;0;0;0;0;no;27/12/21
"13";"201";3;09/05/22;22/05/22;0;0;8;"221";"227";"509";"511";"562";"846";"847";"900";"";"";"";"";"";"221";"227";"509";"511";"562";"846";"847";"900";"";"";"";"";"";11;15;22;7;5;37;38;1;0;0;0;0;0;3;2;2;2;2;2;2;2;1;1;1;1;1;4671,29;1557,1;708,15;708,15;544,43;379,18;6228,39;4975,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6228,39;6228,39;5141,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4671,29;1557,1;708,15;708,15;544,43;379,18;6228,39;4975,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;1;1;1;1;no;"amagro";29/04/22;"103729";"";"";?;?;yes;no;0;0;0;0;no;29/04/22
"13";"201";3;09/01/23;22/01/23;0;0;8;"221";"227";"509";"511";"562";"846";"847";"900";"";"";"";"";"";"221";"227";"509";"511";"562";"846";"847";"900";"";"";"";"";"";11;15;22;7;5;37;38;1;0;0;0;0;0;3;2;2;2;2;2;2;2;1;1;1;1;1;4671,29;1557,1;708,15;708,15;544,43;379,18;6228,39;4975,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6228,39;6228,39;5141,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4671,29;1557,1;708,15;708,15;544,43;379,18;6228,39;4975,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;1;1;1;1;no;"amagro";02/01/23;"111517";"";"";?;?;yes;no;0;0;0;0;no;02/01/23
